ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR
2005-0003,K1N 5M2,"For every residential floor, Tim desClouds has created a unique and whimsical flying vessel. As interpretations of magical quality of the human existence, these vessels enlighten us to our own daily journeys and to the environments we find along the way.","Pour chacun des étages de la résidence, Tim desClouds a créé un navire volant unique et imaginaire. Afin de recréer la magie de la vie, ces navires nous emmènent dans notre quotidien et nous divertissent le long du parcours. Pour agrémenter le foyer de so",PA69,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_69_Histories-Whimisical-Voyages.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_69_Histories-Whimisical-Voyages.jpg,,45.261106,-75.709833,200 Island Lodge Rd,"200, ch Island Lodge",Histories: Whimisical Voyages,Histories: Whimisical Voyages,"desClouds, Tim","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility",Ottawa,ON,20180322,"wood construction, mixed media, found objects and photographs",constructions en bois alliant des objets trouvés et des photographies et réalisées au moyen de techniques mixtes,2005
1988-0038,K2C 1J3,"The sky has always been the most vital and important element for artist Christine Firth, a former glider pilot and the first woman in Canada to glide over 100 kilometres. She celebrates the sky through paint and poetry.","Pour l’artiste Christine Firth, ancienne pilote de planeur et première Canadienne à effectuer un vol plané sur plus de 100 kilomètres, le ciel a toujours constitué un élément vital. C’est par la peinture et la poésie qu’elle célèbre le ciel.",PA7,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_7_Lest-We-Forget-The-Wilderness.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_7_Lest-We-Forget-The-Wilderness.jpg,,45.347399,-75.775039,2250 Torquay Ave,"2250, av Torquay",Lest We Forget The Wilderness,Lest We Forget The Wilderness,"Firth, Christine","2250 Torquay Avenue, Pinecrest Pool","2250 Torquay Avenue, Pinecrest Pool",Ottawa,ON,20180322,fresco: oil and acrylic on paper,fresque: huile et acrylique sur papier,1988
2005-0004,K1N 5M2,"Each unique bird, installed on a balcony, mixes a full dose of humour into the pleasurable activity of bird watching. The simple joy of these 18 birds, “all dressed up” in familiar garments and accessories, is their ability to awaken the imaginations of r","Chaque oiseau unique, installé à un balcon, ajoute une bonne dose d’humour à cette activité très plaisante qu’est l’observation des oiseaux. Ces 18 oiseaux, vêtus d’habits et d’accessoires de tous les jours, éveillent l’imagination des résidents, de leurs",PA70,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_70_Flock-of-Fancies.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_70_Flock-of-Fancies.jpg,,45.261106,-75.709833,200 Island Lodge Rd,"200, ch Island Lodge",Flock of Fancies,Flock of Fancies,"fleury, c j","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility",Ottawa,ON,20180322,bronze,,2005
2005-0005,K1N 5M2,"Migration, Central Experimental Farm, Ottawa transcends culture, age and religion by depicting a beloved scene in the Ottawa region. The artist team, WardropLanglois, terms the experience of migrating birds taking off at the Central Experimental Farm as a","Migration, Ferme expérimentale centrale, Ottawa, transcende la culture, l’âge et la religion en représentant nos scènes préférées de la région d’Ottawa. Les artistes, WardropLanglois (Dana Wardrop et Peter Langlois), décrivent l’expérience des oiseaux mig",PA71,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_71_Migration_Central-Experimental-Farm_Ottawa.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_71_Migration_Central-Experimental-Farm_Ottawa.jpg,,45.261106,-75.709833,200 Island Lodge Rd,"200, ch Island Lodge","Migration, Central Experimental Farm, Ottawa","Migration, Central Experimental Farm, Ottawa","Wardrop, Dana","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility","200 Island Lodge Road, Garry J. Armstrong Long Term Care Facility",Ottawa,ON,20180322,"acrylic, plaster, oil","acrylique, plaître et huile",2005
2006-0005,K1T 3P8,Shelf: 759-760 was selected as the public art commission for the Greenboro Branch. Shelf: 759-760 is an abstraction of a bookshelf and consists of an aluminium and stained glass sculpture that will suspend in a central light well on the 2nd floor of the n,"L’étagère : 759-760 d’Adrian Göllner a été choisie comme œuvre d’art public commandée pour la succersale Greenboro. L’étagère : 759-760 est une sculpture composée d’aluminium et de verre teinté, qui sera suspendue dans un puits de lumière au centre du 2e",PA72,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_72_SHELF-759-760.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_72_SHELF-759-760.jpg,,45.363903,-75.634656,363 Lorry Greenberg Dr,"363, prom Lorry Greenberg",SHELF: 759 - 760,SHELF: 759 - 760,"Göllner, Adrian","363 Lorry Greenberg Drive, Ottawa Public Library, Greenboro Branch","363 Lorry Greenberg Drive, Ottawa Public Library, Greenboro Branch",Ottawa,ON,20180322,aluminium and stained glass,aluminium et vitrail ,2004
2006-0043,K1H 1E2,"In the spirit of the values and mission of Ottawa’s paramedics, artist team Jean Halstead and Svetlana Swinimer designed an abstract exterior sculpture with the emblematic symbols of wings, staff, and serpent for the new Ottawa Paramedic Service Headquart","Dans l’esprit des valeurs et de la mission des paramédics d’Ottawa, les artistes Jean Halstead et Svetlana Swinimer ont conçu une sculpture abstraite extérieure, représentant l’emblème des ailes, du bâton et du serpent pour le nouveau quartier général du",PA73,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_73_Alipes.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_73_Alipes.jpg,,45.378531,-75.635555,2465 Don Reid Rd,"2465, ch Don Reid",Alipes,Alipes,"Halstead & Swinimer, Jean & Svetlana ","2465 Don Reid Road, Paramedic Headquarters","2465 Don Reid Road, Paramedic Headquarters",Ottawa,ON,20180322,concrete and steel,béton et acier,2006
2006-0044,,"At the east and west entrances to the Village of Richmond stand welcoming gateways hand carved by local artist Marcus Kucey Jones. On each gateway, leaves of 18 tree species are carved in high relief into the limestone façade as tribute to the trees plant","Les accueillantes arches, taillées à la main par l’artiste local Marcus Kucey Jones, s’élèvent aux entrées est et ouest du village de Richmond. Sur la façade en calcaire de chaque arche, des feuilles appartenant à 18 espèces d’arbres sont gravées en haut-",PA74,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_74_Richmond-Gateways.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_74_Richmond-Gateways.jpg,,45.421781,-75.691182,Perth St,rue Perth,Richmond Gateways,Richmond Gateways,"Kucey-Jones, Marcus","Perth Street, Richmond","Perth Street, Richmond",Ottawa,ON,20180322,limestone,pierre calcaire,2006
2008-0005,K0A 2H0,"In the spring of 2008, local artist Stephen Brathwaite installed two bronze stilt walkers adjacent to the pedestrian pathway between the Kinburn Client Service Centre and the Arena Complex in West Carleton. The teetering stilt walkers, which are partial c","Au printemps 2008, Stephen Brathwaite, artiste de la région, installait deux marcheurs en échasses le long du sentier piétonnier reliant le centre du service à la clientèle Kinburn et le complexe de l’aréna de West Carleton. Ces marcheurs vacillants, fabr",PA75,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_75_Stilt-Walkers.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_75_Stilt-Walkers.jpg,,45.421781,-75.691182,5670 Carp Rd,"5670, ch Carp",Stilt Walkers ,Stilt Walkers ,"Brathwaite, Stephen","5670 Carp Road, Kinburn Community Centre, Client Service Centre ","5670 Carp Road, Kinburn Community Centre, Client Service Centre ",Ottawa,ON,20180322,bronze,bronze,2007
2008-0118,K2S 0B2,"The Goulbourn Recreation Complex is home to a beautiful work of art by local ceramic artist Cynthia O’Brien. The artwork consists of more than 2,000 individual clay leaves arranged in the shape of a tree reaching up from a planter and incorporates itself","Le Complexe récréatif de Goulbourn abrite une superbe œuvre d’art de la céramiste d’art de la région, Cynthia O’Brien. L’œuvre d’art consiste en plus de 2 000 feuilles d’argile individuelles arrangées sous la forme d’un arbre qui s’élève d’une jardinière",PA76,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_76_Interdependencies_2.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_76_Interdependencies_2.jpg,,45.265098,-75.908555,1500 Shea Rd,"1500, ch Shea",Interdependencies #2,Interdependencies #2,"O'Brien, Cynthia","1500 Shea Road, Goulbourn Recreation Complex","1500 Shea Road, Goulbourn Recreation Complex",Ottawa,ON,20180322,clay,argile,2007
2009-0015,K1E 0A1,"Stand by Adrian Göllner adorns the front glazed façade of the new Shenkman Arts Centre and will use coloured glass and light to enhance the Centre’s sense of identity. As the new hub for cultural activities in Orléans, the building itself is an artistic s","Stand d’Adrian Göllner orne la devanture vitrée du Centre des arts Shenkman. Le sentiment d’identité du Centre sera rehaussé par l’œuvre dont le verre coloré laisse passer la lumière. L’édifice, nouveau foyer culturel d’Orléans, constitue à lui seul une p",PA77,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_77_Stand.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_77_Stand.jpg,,45.480367,-75.510982,245 Centrum Blvd,"245, boul Centrum",Stand,Stand,"Göllner, Adrian","245 Centrum Blvd, Shenkman Art Centre","245 Centrum Blvd, Shenkman Art Centre",Ottawa,ON,20180322,glass,verre,2009
2009-0016,K1E 0A1,"Lasserre’s sculpture, titled Resonance, consists of an upright piano made from hammered bronze and stainless steel accompanied by a partially-carved piano stool in a limestone boulder. Excavated during the construction of the Shenkman Arts Centre, the bou","La sculpture de Lasserre, intitulé Resonance, représente un piano droit fait de bronze martelé et d’acier inoxydable et un banc de piano partiellement sculpté dans un bloc de calcaire. Ce rocher, mis au jour lors de la construction du Centre des Arts Shen",PA78,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_78_Resonance.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_78_Resonance.jpg,,45.480367,-75.510982,245 Centrum Blvd,"245, boul Centrum",Resonance,Resonance,"Lasserre, Maskull","245 Centrum Blvd, Shenkman Art Centre","245 Centrum Blvd, Shenkman Art Centre",Ottawa,ON,20180322,"bronze, stainless steel, limestone and cement","bronze, acier inoxydable, calcaire et ciment",2009
2009-0023,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA79,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_79_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_79_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Armstrong, Becky","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
1988-0040,K1K 3C9,Part of the expansion and upgrade of the Manor Park Field House in the mid-eighties included the installation of coloured glass collages in the north and south windows by local artist Janice Moorhead. The images in each window are composed of four differe,Les travaux d’agrandissement et d’améliorations du Pavillon Manor Park effectués au milieu des années quatre-vingt comprenaient l’installation de collages de verre teinté de l’artiste locale Janice Moorhead dans les fenêtres nord et sud. Les images de cha,PA8,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_8_Midnight-and-Neighbourhood.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_8_Midnight-and-Neighbourhood.jpg,,45.450207,-75.655325,100 Braemar St,"100, rue Braemar",Midnight and Neighbourhood,Midnight and Neighbourhood,"Moorhead, Janice","100 Braemar Street, Manor Park Fieldhouse","100 Braemar Street, Manor Park Fieldhouse",Ottawa,ON,20180322,stained glass,vitrail,1988
2009-0024,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA80,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_80_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_80_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Bordeleau, Sylvie ","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0025,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA81,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_81_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_81_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Bourgeois, Gail","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0026,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA82,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_82_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_82_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Daigle, Jennifer","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0027,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA83,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_83_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_83_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Dale, Dawn","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0028,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA84,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_84_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_84_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Drysdale, Kathryn","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0029,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA85,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_85_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_85_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Granger, Lesya","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0030,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA86,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_86_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_86_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Rideau Canal Skaters ","Bank Street North, Public Art Bicycle Racks: Rideau Canal Skaters ","Griffin, Christopher","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0031,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA87,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_87_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_87_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Hall , Marion ","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0032,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA88,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_88_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_88_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Hierlihy, Deidre ","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0033,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA89,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_89_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_89_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Hyatt, Sean","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
1989-0017,K1Y 2Y3,,,PA9,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_9_West-Ottawa-Streetscape.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_9_West-Ottawa-Streetscape.jpg,,45.403638,-75.724719,1064 Wellington St,"1064, rue Wellington",West Ottawa Streetscape,West Ottawa Streetscape,"Gill, Richard","1064 Wellington Street, Hintonburg Community Centre","1064 Wellington Street, Hintonburg Community Centre",Ottawa,ON,20180322,ceramic,céramique,1989
2009-0034,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA90,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_90_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_90_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Lugli, Marie","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0035,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA91,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_91_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_91_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Lumagbas, Roy","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0036,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA92,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_92_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_92_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","Lumagbas, Roy","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0037,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA93,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_93_Re-cycle-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_93_Re-cycle-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Re-cycle","Bank Street North, Public Art Bicycle Racks: Re-cycle","Mansilla-Miranda, José","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
2009-0038,,"In 2008, the City of Ottawa called on local artists to submit graphically strong line drawings to be cut out of stainless steel panels for bicycle racks. Thirty exceptional designs, by emerging and established artists, were chosen from 164 submissions. Th","En 2008, la Ville d'Ottawa a organisé un concours afin de demander aux artistes locaux de soumettre des dessins au trait d’une grande qualité graphique, qui seront découpés dans des panneaux en acier inoxydable pour en faire des supports à vélos. Trente c",PA94,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_94_untitled-bicycle-rack.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_94_untitled-bicycle-rack.jpg,,45.418636,-75.69919,Bank St,rue Bank,"Bank Street North, Public Art Bicycle Racks: Untitled","Bank Street North, Public Art Bicycle Racks: Untitled","McVeigh, Don","Bank Street, North (Laurier Ave. to Catherine St.)","Bank Street, North (Laurier Ave. to Catherine St.)",Ottawa,ON,20180322,stainless steel ,acier inoxydable ,2008
